,vcc,sf,bw,pwr,cr,t_est,t_meas,i_q,i_tx
174,3300.0,10,125,0,5,0.000288768,248.3,5.98731323830421,22.165539657075744
175,3300.0,10,125,1,5,0.000288768,248.34,5.979172808263986,23.196360142587288
176,3300.0,10,125,2,5,0.000288768,248.34,5.983213995523948,24.224401391016873
177,3300.0,10,125,3,5,0.000288768,248.34,5.990616747518147,25.451797378904434
178,3300.0,10,125,4,5,0.000288768,248.43,5.987540898442662,26.852808592504445
179,3300.0,10,125,5,5,0.000288768,248.33,5.992951507498335,28.452288255913654
180,3300.0,10,125,6,5,0.000288768,248.35,5.9903546997890835,30.30325976758841
181,3300.0,10,125,7,5,0.000288768,248.36,5.9896554735403775,32.34658039625587
182,3300.0,10,125,8,5,0.000288768,248.41,5.9884671380974375,34.714430300502386
183,3300.0,10,125,9,5,0.000288768,248.43,5.989881497611274,37.47015701773471
184,3300.0,10,125,10,5,0.000288768,248.4,5.9908235699841255,40.53821598504551
185,3300.0,10,125,11,5,0.000288768,248.45,5.9912130701266655,43.57179836255816
186,3300.0,10,125,12,5,0.000288768,248.43,5.993964153604799,46.422503373808865
187,3300.0,10,125,13,5,0.000288768,248.43,5.996539076044685,48.336038985949436
188,3300.0,10,125,14,5,0.000288768,248.45,5.9906041628914375,49.40523017025634
189,3300.0,10,125,15,5,0.000288768,248.49,5.992658569065021,49.812516088351735
190,3300.0,10,250,-3,5,0.000144384,124.45,5.987330531910582,19.55465181453437
191,3300.0,10,250,-2,5,0.000144384,124.39,5.984770902961899,20.238643329178842
192,3300.0,10,250,-1,5,0.000144384,124.41,5.989837549300498,20.899894321371654
193,3300.0,10,250,0,5,0.000144384,124.37,5.995617005771536,22.445509097777727
194,3300.0,10,250,1,5,0.000144384,124.37,5.9902645076190435,23.479889614016123
195,3300.0,10,250,2,5,0.000144384,124.38,5.988503213855262,24.504163479158464
196,3300.0,10,250,3,5,0.000144384,124.45,5.9918673557147555,25.707600189847263
197,3300.0,10,250,4,5,0.000144384,124.46,5.9943529804983875,27.11262467666189
198,3300.0,10,250,5,5,0.000144384,124.48,5.989884358446271,28.71338316757464
199,3300.0,10,250,6,5,0.000144384,124.44,5.983987768710502,30.540916415525253
200,3300.0,10,250,7,5,0.000144384,124.42,5.986755970377024,32.60012541874845
201,3300.0,10,250,8,5,0.000144384,124.48,5.977994907582177,34.944181454426115
202,3300.0,10,250,9,5,0.000144384,124.51,5.985873353580937,37.72501105755586
203,3300.0,10,250,10,5,0.000144384,124.49,5.985029475111923,40.75300069671555
204,3300.0,10,250,11,5,0.000144384,124.5,5.973837787970151,43.74651440847063
205,3300.0,10,250,12,5,0.000144384,124.57,5.971298648442339,46.597378453645725
206,3300.0,10,250,13,5,0.000144384,124.49,5.977342065943432,48.517266964879965
207,3300.0,10,250,14,5,0.000144384,124.57,5.97224148072617,49.57238087946685
208,3300.0,10,250,15,5,0.000144384,124.54,5.982828843525312,50.035451026440974
209,3300.0,10,500,-3,5,7.2192e-05,62.44,5.997378599287368,20.037546130947465
210,3300.0,10,500,-2,5,7.2192e-05,62.51,6.650438762254541,20.69722961980335
211,3300.0,10,500,-1,5,7.2192e-05,62.47,7.199278896420702,21.36383435226051
212,3300.0,10,500,0,5,7.2192e-05,62.48,7.183098457453962,22.8885850489936
213,3300.0,10,500,1,5,7.2192e-05,62.48,7.050920251087964,23.910874932242034
214,3300.0,10,500,2,5,7.2192e-05,62.48,7.1169054691094304,24.951885729489344
215,3300.0,10,500,3,5,7.2192e-05,62.51,7.260223040995567,26.15253274977989
216,3300.0,10,500,4,5,7.2192e-05,62.5,7.122593146215796,27.56593896887021
217,3300.0,10,500,5,5,7.2192e-05,62.48,7.270260025443916,29.158880527655924
218,3300.0,10,500,6,5,7.2192e-05,62.56,7.286290860025467,30.991308760856963
219,3300.0,10,500,7,5,7.2192e-05,62.53,7.092326311593882,33.03524057720697
220,3300.0,10,500,8,5,7.2192e-05,62.57,7.034556525300327,35.358155100902415
221,3300.0,10,500,9,5,7.2192e-05,62.49,7.126227244880952,38.15515258676476
222,3300.0,10,500,10,5,7.2192e-05,62.56,7.023950274617449,41.167348290483105
223,3300.0,10,500,11,5,7.2192e-05,62.57,6.94347758260571,44.23125611659287
224,3300.0,10,500,12,5,7.2192e-05,62.53,6.943746725332256,47.084465332011916
225,3300.0,10,500,13,5,7.2192e-05,62.56,7.119926153808793,48.924214982576025
226,3300.0,10,500,14,5,7.2192e-05,62.57,6.851571404194174,50.02851354517827
227,3300.0,10,500,15,5,7.2192e-05,62.6,6.612892584937625,50.45981280710882
228,3300.0,11,125,-3,5,0.000577536,496.13,6.344056446590691,19.30455078345199
229,3300.0,11,125,-2,5,0.000577536,496.11,5.961803157150463,19.982228347381646
230,3300.0,11,125,-1,5,0.000577536,496.08,5.974212664878598,20.674595900258552
231,3300.0,11,125,0,5,0.000577536,496.06,5.9726200849131645,22.210013333633903
232,3300.0,11,125,1,5,0.000577536,496.13,5.970509691526626,23.24583225414342
233,3300.0,11,125,2,5,0.000577536,496.15,5.965605240270435,24.252827538080556
234,3300.0,11,125,3,5,0.000577536,496.14,5.9664150443821455,25.46928878171066
235,3300.0,11,125,4,5,0.000577536,496.14,5.974013198603024,26.889021042705345
236,3300.0,11,125,5,5,0.000577536,496.18,5.982459015887924,28.49330224107193
237,3300.0,11,125,6,5,0.000577536,496.15,5.97387021905655,30.343659919804253
238,3300.0,11,125,7,5,0.000577536,496.16,5.9800382293277945,32.40871909495254
239,3300.0,11,125,8,5,0.000577536,496.19,5.977897714223743,34.74127821761442
240,3300.0,11,125,9,5,0.000577536,496.18,5.981647924552627,37.51711201973582
241,3300.0,11,125,10,5,0.000577536,496.19,5.984645112651091,40.56714261435848
242,3300.0,11,125,11,5,0.000577536,496.15,5.98028056504457,43.62243749600934
243,3300.0,11,125,12,5,0.000577536,496.22,5.978803766020919,46.472951179720646
244,3300.0,11,125,13,5,0.000577536,496.24,5.9709532086069474,48.34476431403765
245,3300.0,11,125,14,5,0.000577536,496.24,5.976730495377795,49.40519555996276
246,3300.0,11,125,15,5,0.000577536,496.21,5.978017654199257,49.90124949032708
247,3300.0,11,250,-3,5,0.000288768,248.31,6.001309043815337,19.602683374635333
248,3300.0,11,250,-2,5,0.000288768,248.36,5.989312515727805,20.276393188520117
249,3300.0,11,250,-1,5,0.000288768,248.34,6.000563152263208,20.9495635270926
250,3300.0,11,250,0,5,0.000288768,248.3,5.991775417839591,22.47869225887391
251,3300.0,11,250,1,5,0.000288768,248.36,5.992693235802689,23.51170997693966
252,3300.0,11,250,2,5,0.000288768,248.3,5.991962115196435,24.543816270359905
253,3300.0,11,250,3,5,0.000288768,248.33,5.992136949599082,25.75371496872933
254,3300.0,11,250,4,5,0.000288768,248.38,5.991315416710324,27.155924091898868
255,3300.0,11,250,5,5,0.000288768,248.37,5.986507065837247,28.73535708513592
256,3300.0,11,250,6,5,0.000288768,248.35,5.992518992223731,30.58542638140392
257,3300.0,11,250,7,5,0.000288768,248.37,5.978551981237917,32.64783701044654
258,3300.0,11,250,8,5,0.000288768,248.39,5.982976383055582,34.987815727983715
259,3300.0,11,250,9,5,0.000288768,248.39,5.979835854483005,37.76017734963988
260,3300.0,11,250,10,5,0.000288768,248.41,5.989087665180262,40.82237857002557
261,3300.0,11,250,11,5,0.000288768,248.43,5.987483174515113,43.85519619645413
262,3300.0,11,250,12,5,0.000288768,248.45,5.985792032856778,46.70895448510026
263,3300.0,11,250,13,5,0.000288768,248.4,5.997458650745069,48.62911499719017
264,3300.0,11,250,14,5,0.000288768,248.44,5.99200335253345,49.691215676613496
265,3300.0,11,250,15,5,0.000288768,248.43,5.992585800665339,50.13887262599404
266,3300.0,11,500,-3,5,0.000144384,124.37,5.987890538899755,20.129505915875427
267,3300.0,11,500,-2,5,0.000144384,124.37,5.9821604588370585,20.786669112309628
268,3300.0,11,500,-1,5,0.000144384,124.41,5.9910166612489855,21.471564370530654
269,3300.0,11,500,0,5,0.000144384,124.39,5.9866034184826775,22.99678660479133
270,3300.0,11,500,1,5,0.000144384,124.46,5.9831853483808555,24.023830670322383
271,3300.0,11,500,2,5,0.000144384,124.42,5.98381348595962,25.054629221428236
272,3300.0,11,500,3,5,0.000144384,124.45,5.983926143904502,26.266435570989458
273,3300.0,11,500,4,5,0.000144384,124.49,5.991952856975547,27.693054633810224
274,3300.0,11,500,5,5,0.000144384,124.48,5.982619519645467,29.26985405950596
275,3300.0,11,500,6,5,0.000144384,124.47,5.989593169377787,31.136058754146383
276,3300.0,11,500,7,5,0.000144384,124.5,5.9877063416056835,33.18931404016507
277,3300.0,11,500,8,5,0.000144384,124.5,5.990023546516466,35.53764348215536
278,3300.0,11,500,9,5,0.000144384,124.51,5.986003476310713,38.30282216510125
279,3300.0,11,500,10,5,0.000144384,124.58,5.984892390595211,41.3471468855138
280,3300.0,11,500,11,5,0.000144384,124.52,5.991053924569746,44.388105673268235
281,3300.0,11,500,12,5,0.000144384,124.5,5.989103606999153,47.258958601684974
282,3300.0,11,500,13,5,0.000144384,124.55,5.990110748059292,49.12563978345518
283,3300.0,11,500,14,5,0.000144384,124.53,5.990069542583895,50.27303369338622
284,3300.0,11,500,15,5,0.000144384,124.56,5.988399875519837,50.66188657845165
285,3300.0,12,125,-3,5,0.001155072,991.7,5.971876358010084,19.314320824302357
286,3300.0,12,125,-2,5,0.001155072,991.72,5.982766942290148,19.999318270592944
287,3300.0,12,125,-1,5,0.001155072,991.67,5.987722465468292,20.678173838110354
288,3300.0,12,125,0,5,0.001155072,991.69,5.989818034401406,22.211766109251144
289,3300.0,12,125,1,5,0.001155072,991.72,5.981962610619371,23.226278888818914
290,3300.0,12,125,2,5,0.001155072,991.75,5.990915101014558,24.278190591735203
291,3300.0,12,125,3,5,0.001155072,991.89,5.9785995714588225,25.471246940400476
292,3300.0,12,125,4,5,0.001155072,991.78,5.988412328504189,26.889176021166687
293,3300.0,12,125,5,5,0.001155072,991.76,5.988234584001903,28.48142898455762
294,3300.0,12,125,6,5,0.001155072,991.75,5.988056946917685,30.33380175960324
295,3300.0,12,125,7,5,0.001155072,991.81,5.977940367388458,32.37881182824308
296,3300.0,12,125,8,5,0.001155072,991.78,5.991688649065617,34.75288300765163
297,3300.0,12,125,9,5,0.001155072,991.84,5.991370615061221,37.5078942324022
298,3300.0,12,125,10,5,0.001155072,991.8,5.981247948377805,40.53164391268232
299,3300.0,12,125,11,5,0.001155072,991.84,5.9854025368042,43.5879062625428
300,3300.0,12,125,12,5,0.001155072,991.84,5.98596137107063,46.44410161278551
301,3300.0,12,125,13,5,0.001155072,991.86,5.986610160572803,48.328088107504705
302,3300.0,12,125,14,5,0.001155072,991.89,5.990670212527579,49.41478080207231
303,3300.0,12,125,15,5,0.001155072,991.87,5.981743393567373,49.84438578111493
304,3300.0,12,250,-3,5,0.000495616,496.09,5.979933113325381,19.623446061524326
305,3300.0,12,250,-2,5,0.000495616,496.11,5.976288717750342,20.303834278724377
306,3300.0,12,250,-1,5,0.000495616,496.16,5.968822828353476,20.964849446403395
307,3300.0,12,250,0,5,0.000495616,496.13,5.976223397760027,22.49926594202132
308,3300.0,12,250,1,5,0.000495616,496.18,5.974887476697602,23.531377436344524
309,3300.0,12,250,2,5,0.000495616,496.2,5.97200192872763,24.576114367682752
310,3300.0,12,250,3,5,0.000495616,496.15,5.973895138427126,25.767063983917584
311,3300.0,12,250,4,5,0.000495616,496.19,5.9715173979032805,27.18802648655964
312,3300.0,12,250,5,5,0.000495616,496.19,5.9727304681287405,28.767837316344686
313,3300.0,12,250,6,5,0.000495616,496.18,5.9619954277719645,30.613848455878607
314,3300.0,12,250,7,5,0.000495616,496.19,5.966982589881038,32.67778498282441
315,3300.0,12,250,8,5,0.000495616,496.17,5.9649222041086665,35.05289048883865
316,3300.0,12,250,9,5,0.000495616,496.21,5.969789841441514,37.80907075418289
317,3300.0,12,250,10,5,0.000495616,496.19,5.967925624977737,40.84586016494507
318,3300.0,12,250,11,5,0.000495616,496.25,5.97083130038975,43.89897192542737
319,3300.0,12,250,12,5,0.000495616,496.25,5.969153900887928,46.75399134753074
320,3300.0,12,250,13,5,0.000495616,496.27,5.9771074798072386,48.64164419534789
321,3300.0,12,250,14,5,0.000495616,496.23,5.96824040870763,49.75021645832994
322,3300.0,12,250,15,5,0.000495616,496.26,5.978421638491531,50.20650167186341
323,3300.0,12,500,-3,5,0.000247808,207.37,5.997836313633488,20.174299023893475
324,3300.0,12,500,-2,5,0.000247808,207.31,5.988696488019874,20.86169650276439
325,3300.0,12,500,-1,5,0.000247808,207.36,5.983985110209523,21.508863638175008
326,3300.0,12,500,0,5,0.000247808,207.38,5.990675444410295,23.05542835677105
327,3300.0,12,500,1,5,0.000247808,207.36,5.989851218814972,24.091644246233095
328,3300.0,12,500,2,5,0.000247808,207.39,5.990700638911212,25.13534951568194
329,3300.0,12,500,3,5,0.000247808,207.38,5.989541601773747,26.362998493281175
330,3300.0,12,500,4,5,0.000247808,207.38,5.996501565735577,27.778991001460973
331,3300.0,12,500,5,5,0.000247808,207.42,6.000154969573776,29.35428590950853
332,3300.0,12,500,6,5,0.000247808,207.45,6.001275205447492,31.208357829707033
333,3300.0,12,500,7,5,0.000247808,207.43,5.99907671400686,33.263686343664915
334,3300.0,12,500,8,5,0.000247808,207.38,5.991920297332937,35.62777220583503
335,3300.0,12,500,9,5,0.000247808,207.4,5.988553800650695,38.39386674272298
336,3300.0,12,500,10,5,0.000247808,207.43,5.990996855432607,41.42935414805191
337,3300.0,12,500,11,5,0.000247808,207.46,5.99039928828089,44.47330616186709
338,3300.0,12,500,12,5,0.000247808,207.45,5.990977146867218,47.35528974322288
339,3300.0,12,500,13,5,0.000247808,207.5,5.992252134039843,49.210904860137425
340,3300.0,12,500,14,5,0.000247808,207.46,5.997561170680404,50.36263490564615
341,3300.0,12,500,15,5,0.000247808,207.55,6.001313304873867,50.81966399113746
